Open_Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number_of_Trades,Taker_buy_volume,Taker_Buy_Quote_Volume,Ignore
1673596800000,1408.11000000,1419.50000000,1404.00000000,1409.71000000,68242.21500000,1673611199999,96320707.79849200,99514,35623.06130000,50283728.29128800,0
1673611200000,1409.71000000,1424.48000000,1401.61000000,1421.98000000,85384.14630000,1673625599999,120586697.60677800,112767,44249.56950000,62508818.00910300,0
1673625600000,1421.98000000,1425.28000000,1406.96000000,1420.23000000,84526.81790000,1673639999999,119720469.87861600,111120,44443.88370000,62944466.99655000,0
1673640000000,1420.23000000,1464.00000000,1417.35000000,1451.20000000,147211.86640000,1673654399999,212641527.09050700,188093,76773.07380000,110835279.09190400,0
1673654400000,1451.21000000,1599.98000000,1449.14000000,1556.08000000,366877.68180000,1673668799999,563699583.28160500,425838,197626.30470000,303400526.32499100,0
1673668800000,1556.08000000,1557.62000000,1541.28000000,1553.43000000,94028.43350000,1673683199999,145859187.19756700,125899,46880.16170000,72731250.12801500,0
1673683200000,1553.43000000,1564.69000000,1503.34000000,1530.09000000,202259.82390000,1673697599999,309491274.77096700,237008,98970.05990000,151462733.16639100,0
1673697600000,1530.08000000,1546.88000000,1507.15000000,1525.18000000,151341.15210000,1673711999999,231393560.00270200,192722,73225.81660000,111964871.43117300,0
1673712000000,1525.19000000,1538.20000000,1523.18000000,1529.49000000,69728.54180000,1673726399999,106708718.20612300,106021,35747.44840000,54707524.31243300,0
1673726400000,1529.49000000,1559.91000000,1527.12000000,1549.90000000,56456.14430000,1673740799999,87131494.73020700,100311,30392.43060000,46911273.21422000,0
1673740800000,1549.91000000,1552.22000000,1516.03000000,1525.40000000,86113.62320000,1673755199999,131564010.78051800,126816,40618.89910000,62036848.00763700,0
1673755200000,1525.40000000,1530.25000000,1521.54000000,1529.16000000,27575.14630000,1673769599999,42101766.13157200,58772,13288.82560000,20291566.33561400,0
1673769600000,1529.16000000,1535.04000000,1518.76000000,1533.35000000,55517.17340000,1673783999999,84803518.17160700,83812,27426.66090000,41900684.29721100,0
1673784000000,1533.36000000,1560.16000000,1528.93000000,1556.35000000,74621.40450000,1673798399999,114978474.16400700,110361,39616.01080000,61035395.02354100,0
1673798400000,1556.35000000,1566.66000000,1533.00000000,1550.15000000,103013.80940000,1673812799999,159586244.92799100,139425,50930.06990000,78925711.66115300,0
1673812800000,1550.14000000,1560.93000000,1542.29000000,1552.52000000,40991.55700000,1673827199999,63592738.12214800,70994,20619.22260000,31987871.82484500,0
1673827200000,1552.52000000,1584.58000000,1540.54000000,1569.19000000,127804.62500000,1673841599999,200286294.70718200,163127,62830.97430000,98443523.88514200,0
1673841600000,1569.19000000,1578.54000000,1562.25000000,1565.95000000,64318.88130000,1673855999999,101064884.67666500,92337,30901.76860000,48559615.56811200,0
1673856000000,1565.96000000,1566.25000000,1523.20000000,1542.32000000,97848.06260000,1673870399999,150885887.52584900,142671,44440.96710000,68527486.40355600,0
1673870400000,1542.31000000,1553.38000000,1521.31000000,1549.97000000,89195.22160000,1673884799999,137438045.34742500,126183,43646.78670000,67268043.82945000,0
1673884800000,1549.97000000,1604.50000000,1545.71000000,1591.23000000,118760.12960000,1673899199999,186930446.87701300,172109,65766.31250000,103554824.39688100,0
1673899200000,1591.22000000,1599.26000000,1572.95000000,1576.94000000,76695.97520000,1673913599999,121348193.79585000,106016,35766.62740000,56605111.94533800,0
1673913600000,1576.94000000,1582.60000000,1541.15000000,1563.59000000,93745.18300000,1673927999999,146445767.66514200,140198,45048.74080000,70395524.37929600,0
1673928000000,1563.59000000,1577.55000000,1558.16000000,1563.35000000,42850.07120000,1673942399999,67124383.56270400,78757,21899.23470000,34309091.47021600,0
1673942400000,1563.35000000,1572.03000000,1558.20000000,1569.07000000,47569.96730000,1673956799999,74430242.55534300,79445,22864.75390000,35783791.70655100,0
1673956800000,1569.08000000,1609.00000000,1560.97000000,1571.40000000,181172.17670000,1673971199999,286121277.77328400,199672,92151.98210000,145537980.34958300,0
1673971200000,1571.41000000,1599.14000000,1565.00000000,1588.85000000,87978.23390000,1673985599999,139049117.60780200,114999,46616.65260000,73671174.85115000,0
