Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number_of_Trades,Taker_buy_volume,Taker_Buy_Quote_Volume,Ignore
1683579600000,27534.92000000,27656.53000000,27421.07000000,27541.41000000,1380.56464000,1683583199999,37968414.07798700,47066,638.65694000,17569867.32131560,0
1683583200000,27541.41000000,27660.88000000,27528.35000000,27653.09000000,1118.20371000,1683586799999,30866951.18342170,36111,553.29580000,15273727.12769290,0
1683586800000,27653.09000000,27699.80000000,27584.47000000,27668.79000000,978.10988000,1683590399999,27043231.43881280,30127,467.23750000,12918930.05172260,0
1683590400000,27668.80000000,27668.89000000,27534.55000000,27578.26000000,1189.99499000,1683593999999,32848293.54375140,36324,453.24557000,12511149.55818950,0
1683594000000,27578.27000000,27749.34000000,27560.85000000,27701.39000000,1798.12786000,1683597599999,49752341.95788020,46431,940.29722000,26015239.37092320,0
1683597600000,27701.40000000,27701.40000000,27564.24000000,27641.55000000,1874.75734000,1683601199999,51790114.39488000,42442,1091.55265000,30156028.58089730,0
1683601200000,27641.54000000,27648.91000000,27543.97000000,27629.34000000,1202.22229000,1683604799999,33176830.61249550,31017,662.30983000,18278064.74897450,0
1683604800000,27629.35000000,27649.43000000,27565.71000000,27608.96000000,994.53351000,1683608399999,27459702.37350450,27764,509.06762000,14055453.73034490,0
1683608400000,27608.96000000,27618.00000000,27512.36000000,27549.70000000,1904.43880000,1683611999999,52493666.84826220,40140,968.29321000,26688593.75585040,0
1683612000000,27549.70000000,27588.88000000,27437.32000000,27547.76000000,1801.85844000,1683615599999,49561584.59049130,46845,834.54818000,22955267.60868590,0
1683615600000,27547.76000000,27673.72000000,27506.29000000,27666.64000000,1583.32311000,1683619199999,43682460.39825230,44076,894.07891000,24668191.67513980,0
1683619200000,27666.63000000,27670.23000000,27550.94000000,27569.87000000,1667.22167000,1683622799999,46019652.62249740,35686,794.77465000,21938407.12762440,0
1683622800000,27569.87000000,27598.47000000,27534.93000000,27579.99000000,1316.57758000,1683626399999,36297764.46494870,33233,604.34121000,16661525.66235740,0
1683626400000,27580.00000000,27651.22000000,27553.38000000,27584.56000000,1353.14931000,1683629999999,37346160.50076860,33105,714.95937000,19731442.59525270,0
1683630000000,27584.56000000,27728.99000000,27517.70000000,27678.31000000,1759.03352000,1683633599999,48581409.16724430,41530,961.13650000,26552257.40579580,0
1683633600000,27678.31000000,27815.80000000,27644.99000000,27758.34000000,2512.30701000,1683637199999,69704885.93792160,53056,1349.21610000,37434111.80993830,0
1683637200000,27758.35000000,27818.00000000,27556.80000000,27619.30000000,2263.23396000,1683640799999,62664332.87162820,54189,1040.97745000,28825580.79657360,0
1683640800000,27619.31000000,27631.72000000,27402.94000000,27540.31000000,3234.06108000,1683644399999,88964280.86649360,69906,1505.52008000,41412886.04048530,0
1683644400000,27540.32000000,27584.48000000,27370.01000000,27400.39000000,2511.96687000,1683647999999,69021669.29654040,57723,1102.12044000,30280399.26831630,0
1683648000000,27400.39000000,27700.00000000,27353.00000000,27699.14000000,2737.81688000,1683651599999,75267863.91754940,59944,1370.00389000,37667947.33754570,0
1683651600000,27699.15000000,27750.00000000,27566.41000000,27614.43000000,1632.90241000,1683655199999,45151684.37812380,47471,784.64423000,21696525.73273410,0
1683655200000,27614.43000000,27680.10000000,27520.00000000,27556.34000000,1543.81599000,1683658799999,42633703.71304580,42028,774.99052000,21405267.13612700,0
1683658800000,27556.35000000,27719.85000000,27464.90000000,27716.32000000,1691.92608000,1683662399999,46684460.67639260,45669,908.07462000,25060750.39826790,0
1683662400000,27716.32000000,27775.18000000,27606.09000000,27649.22000000,1464.73290000,1683665999999,40548096.09333210,40160,762.88138000,21119053.55561860,0
1683666000000,27649.21000000,27658.53000000,27579.72000000,27602.74000000,693.08567000,1683669599999,19146732.66891800,24796,345.57073000,9546223.80702660,0
1683669600000,27602.74000000,27608.16000000,27521.49000000,27579.61000000,837.28188000,1683673199999,23079319.87865550,29294,419.05780000,11550944.72407910,0
1683673200000,27579.60000000,27659.59000000,27577.70000000,27628.27000000,544.94154000,1683676799999,15046896.53226950,20869,302.43521000,8350610.37862300,0
1683676800000,27628.28000000,27786.01000000,27620.19000000,27747.06000000,1554.71882000,1683680399999,43093874.35622970,43842,818.72757000,22691726.43160420,0
1683680400000,27747.07000000,27849.94000000,27670.23000000,27697.98000000,1250.47622000,1683683999999,34698237.22219630,38934,612.68858000,17001456.51437410,0
1683684000000,27697.98000000,27741.56000000,27651.80000000,27671.74000000,1151.72966000,1683687599999,31894238.03132680,27489,568.69798000,15749575.96182230,0
1683687600000,27671.74000000,27724.00000000,27660.00000000,27685.29000000,1537.15797000,1683691199999,42556332.87594780,25064,495.10914000,13709751.05014360,0
1683691200000,27685.29000000,27691.88000000,27647.56000000,27689.78000000,926.08944000,1683694799999,25630718.73904650,23233,323.57171000,8954858.60161110,0
1683694800000,27689.78000000,27720.97000000,27652.54000000,27655.55000000,845.10320000,1683698399999,23395148.74343270,24454,425.78439000,11787563.23669890,0
1683698400000,27655.55000000,27655.56000000,27580.00000000,27628.27000000,1268.16173000,1683701999999,35013016.21188090,32409,546.66243000,15092501.83404210,0
1683702000000,27628.27000000,27631.39000000,27529.88000000,27542.26000000,1127.20242000,1683705599999,31075556.23746930,35672,516.67047000,14243500.51621490,0
1683705600000,27542.26000000,27597.74000000,27474.91000000,27572.48000000,1438.10754000,1683709199999,39617514.72595730,40903,659.21402000,18162085.25499340,0
1683709200000,27572.47000000,27607.38000000,27537.00000000,27577.70000000,847.93871000,1683712799999,23377157.33117700,29517,382.50097000,10545775.28630990,0
1683712800000,27577.69000000,27614.53000000,27536.40000000,27590.09000000,977.20685000,1683716399999,26950136.21269740,30247,452.60449000,12482963.73420490,0
1683716400000,27590.09000000,27679.10000000,27590.09000000,27677.09000000,1078.03722000,1683719999999,29786809.10967910,32483,605.91183000,16742730.49168240,0
1683720000000,27677.08000000,28183.92000000,27635.81000000,28175.28000000,8888.81305000,1683723599999,248539296.08572060,163070,4759.34268000,133062060.14478740,0
1683723600000,28175.27000000,28331.42000000,28033.27000000,28169.76000000,5846.21294000,1683727199999,164742314.60639890,117827,2884.57509000,81307733.28454500,0
1683727200000,28169.76000000,28254.91000000,28053.07000000,28089.31000000,2939.04101000,1683730799999,82770009.04461110,67201,1297.43033000,36543923.68655540,0
1683730800000,28089.30000000,28227.95000000,28077.28000000,28153.20000000,2498.96113000,1683734399999,70317531.20313330,50526,1327.36344000,37349584.66038280,0
1683734400000,28153.21000000,28299.15000000,28145.79000000,28182.17000000,2765.35310000,1683737999999,78051461.32220990,54159,1373.64207000,38770896.79702330,0
1683738000000,28182.18000000,28218.88000000,26777.00000000,27498.72000000,17856.79677000,1683741599999,487819408.01639040,316232,8234.57930000,224838364.01797030,0
1683741600000,27498.73000000,27539.57000000,27355.09000000,27432.18000000,3179.80461000,1683745199999,87276649.58524400,69603,1564.30269000,42933469.32974830,0
1683745200000,27432.18000000,27790.49000000,27411.72000000,27692.26000000,3879.56771000,1683748799999,107383996.12333090,81524,2011.67077000,55664052.53468170,0
1683748800000,27692.27000000,27982.23000000,27652.68000000,27857.22000000,3083.71356000,1683752399999,85895792.98006140,65227,1560.21159000,43456689.58446920,0
1683752400000,27857.22000000,27868.40000000,27219.00000000,27508.57000000,3481.95503000,1683755999999,95861514.02613090,87296,1711.72682000,47119018.02659650,0
1683756000000,27508.57000000,27699.00000000,27490.62000000,27670.34000000,1448.78244000,1683759599999,39942744.91612860,41124,652.39972000,17990223.04963300,0
1683759600000,27670.35000000,27723.99000000,27572.85000000,27598.75000000,1284.18242000,1683763199999,35483954.72910120,36543,613.44868000,16952512.47952420,0
1683763200000,27598.74000000,27622.68000000,27426.99000000,27515.09000000,1631.16638000,1683766799999,44896284.13924710,48446,715.44220000,19689338.33460130,0
1683766800000,27515.09000000,27579.67000000,27474.21000000,27554.12000000,960.18361000,1683770399999,26442058.06343880,31242,500.93418000,13795065.48477790,0
1683770400000,27554.12000000,27577.82000000,27498.48000000,27503.66000000,994.18300000,1683773999999,27373169.84167510,28294,466.51611000,12844713.72023280,0
1683774000000,27503.66000000,27503.66000000,27367.76000000,27446.90000000,2165.81389000,1683777599999,59409026.48493540,44994,924.33383000,25354771.67226840,0
1683777600000,27446.90000000,27494.99000000,27395.88000000,27493.55000000,1031.82105000,1683781199999,28319456.02001610,29988,472.92731000,12981944.76411790,0
1683781200000,27493.56000000,27536.96000000,27422.03000000,27528.85000000,996.91245000,1683784799999,27392125.32023650,31696,536.35422000,14739275.31548980,0
1683784800000,27528.86000000,27536.18000000,27457.30000000,27504.52000000,922.87647000,1683788399999,25371789.63167710,28748,463.38887000,12739737.49405740,0
1683788400000,27504.53000000,27553.21000000,27416.02000000,27450.07000000,1116.63395000,1683791999999,30708629.96200850,31184,506.10090000,13920096.16869180,0
1683792000000,27450.07000000,27450.07000000,27257.98000000,27390.46000000,2204.99244000,1683795599999,60377178.43409740,60756,975.94299000,26723749.49471240,0
1683795600000,27390.47000000,27448.95000000,27345.07000000,27417.47000000,1277.08676000,1683799199999,34990564.34088330,36057,689.32498000,18886977.54849030,0
1683799200000,27417.47000000,27490.29000000,27408.93000000,27459.86000000,964.14628000,1683802799999,26463511.70779110,29735,463.59357000,12725510.18144200,0
1683802800000,27459.87000000,27482.56000000,27375.02000000,27405.61000000,918.71881000,1683806399999,25197677.77106810,33539,376.86748000,10336583.18826160,0
1683806400000,27405.62000000,27630.14000000,27300.82000000,27399.00000000,3105.52440000,1683809999999,85303883.46087480,82878,1563.29685000,42946781.69323370,0
1683810000000,27399.00000000,27494.94000000,27099.98000000,27206.61000000,3882.50831000,1683813599999,106063213.42476370,98210,1793.99355000,49006964.74204210,0
1683813600000,27206.62000000,27343.37000000,26952.00000000,27121.19000000,4296.13557000,1683817199999,116612972.29298310,110047,2020.51805000,54850571.64868840,0
1683817200000,27121.19000000,27223.81000000,27046.49000000,27179.42000000,2869.60440000,1683820799999,77890770.26812990,64239,1711.46086000,46455544.92587610,0
1683820800000,27179.43000000,27219.52000000,27097.25000000,27129.17000000,2346.59703000,1683824399999,63727892.22594410,51257,1295.73072000,35190428.54268870,0
1683824400000,27129.17000000,27148.58000000,26742.90000000,26907.28000000,5876.68371000,1683827999999,158117077.00800010,127856,2716.33205000,73079416.04815370,0
1683828000000,26907.27000000,26993.19000000,26770.26000000,26963.73000000,2873.47032000,1683831599999,77268282.87037960,71262,1511.77791000,40650631.26225310,0
1683831600000,26963.74000000,27055.00000000,26702.05000000,26843.05000000,2471.46579000,1683835199999,66422258.38650220,66600,1195.17560000,32125179.63722650,0
1683835200000,26843.06000000,27037.61000000,26807.22000000,26996.18000000,1419.53922000,1683838799999,38207418.41144110,42131,777.59187000,20931894.16168750,0
1683838800000,26996.17000000,27060.47000000,26941.51000000,26977.99000000,821.53189000,1683842399999,22187981.77762240,31661,426.12913000,11508893.95785600,0
1683842400000,26978.00000000,27056.44000000,26900.00000000,26903.81000000,1043.33136000,1683845999999,28145264.28037720,33852,464.01731000,12518977.76053580,0
1683846000000,26903.80000000,27056.18000000,26820.00000000,26968.62000000,1444.38656000,1683849599999,38910622.88691130,42328,702.36669000,18922759.74519220,0
1683849600000,26968.61000000,27042.96000000,26922.54000000,27033.78000000,1095.41646000,1683853199999,29562667.28501180,34938,530.68658000,14321788.05606120,0
1683853200000,27033.78000000,27091.12000000,26850.00000000,26878.48000000,1558.83797000,1683856799999,42006426.73700220,42470,732.70033000,19742453.03572350,0
1683856800000,26878.48000000,26889.99000000,26539.28000000,26646.70000000,3672.24980000,1683860399999,98150964.32449230,71445,1636.39333000,43750610.32029530,0
1683860400000,26646.70000000,26707.96000000,26528.01000000,26584.32000000,3288.95433000,1683863999999,87577568.42967620,72914,1673.47852000,44555556.49915430,0
1683864000000,26584.33000000,26710.00000000,26513.18000000,26654.19000000,2925.73321000,1683867599999,77927325.67758920,63953,1677.71355000,44682097.24795250,0
1683867600000,26654.19000000,26667.89000000,26177.00000000,26276.67000000,5076.54058000,1683871199999,134165975.59011630,95201,2156.58436000,56982111.50904690,0
1683871200000,26276.68000000,26318.62000000,26120.74000000,26299.75000000,4904.76776000,1683874799999,128624889.58961970,84421,2536.32082000,66510748.08862340,0
1683874800000,26299.74000000,26390.14000000,26265.18000000,26311.52000000,3057.22916000,1683878399999,80434605.99721430,53037,1730.17819000,45519185.03917620,0
1683878400000,26311.51000000,26374.99000000,26234.79000000,26289.12000000,1829.06985000,1683881999999,48128121.80782830,40185,870.35923000,22901632.47191480,0
1683882000000,26289.12000000,26437.00000000,26289.12000000,26380.93000000,2189.28699000,1683885599999,57685282.75028470,50148,1222.28751000,32204877.53854340,0
1683885600000,26380.92000000,26430.22000000,26334.17000000,26343.27000000,1311.82320000,1683889199999,34605008.93857920,34002,607.96057000,16037909.47738260,0
1683889200000,26343.28000000,26423.26000000,26322.01000000,26348.01000000,1097.83791000,1683892799999,28943902.75652870,28592,578.02336000,15240230.88843740,0
1683892800000,26348.02000000,26486.48000000,26324.02000000,26412.22000000,1965.65310000,1683896399999,51903593.78164760,44050,1060.29362000,27998255.24436170,0
1683896400000,26412.23000000,26556.96000000,26358.89000000,26450.00000000,2481.73655000,1683899999999,65614725.06134890,51677,1212.58719000,32061740.24660250,0
1683900000000,26450.00000000,26614.67000000,26292.10000000,26313.85000000,3958.98542000,1683903599999,104766017.97238310,69939,1772.48862000,46906294.06056450,0
1683903600000,26313.84000000,26394.80000000,26271.65000000,26320.84000000,2061.52029000,1683907199999,54278959.57082220,46457,936.73271000,24664769.80337880,0
1683907200000,26320.83000000,26408.19000000,26241.07000000,26290.98000000,1999.89361000,1683910799999,52635518.82283290,43552,1014.07027000,26690424.30877810,0
1683910800000,26290.99000000,26403.49000000,26277.21000000,26304.49000000,1714.97285000,1683914399999,45157487.82562470,35230,862.85062000,22720597.35094940,0
1683914400000,26304.48000000,26365.70000000,26299.29000000,26299.30000000,1649.14121000,1683917999999,43429618.19622870,34650,723.16869000,19044036.69721860,0
1683918000000,26299.29000000,26500.00000000,25811.46000000,26459.62000000,8559.66341000,1683921599999,223592965.79418350,153942,4056.59163000,106005757.66096140,0
1683921600000,26459.63000000,26500.00000000,26360.85000000,26438.42000000,3310.02132000,1683925199999,87472267.84378230,60563,1734.70596000,45843265.58494760,0
1683925200000,26438.42000000,26810.58000000,26438.41000000,26750.09000000,4356.95279000,1683928799999,116297492.76539800,72725,2205.89469000,58864561.54219000,0
1683928800000,26750.10000000,26894.90000000,26637.42000000,26684.77000000,2097.69072000,1683932399999,56175018.90666590,41753,1034.26856000,27702742.30978680,0
1683932400000,26684.78000000,26806.50000000,26657.04000000,26795.01000000,1043.95645000,1683935999999,27915721.30623230,25789,580.93360000,15535579.27299140,0
1683936000000,26795.01000000,26850.00000000,26692.03000000,26838.99000000,1272.65293000,1683939599999,34053802.28449440,32829,608.61661000,16289585.03921810,0
1683939600000,26838.99000000,26983.98000000,26785.66000000,26827.20000000,2460.82265000,1683943199999,66178931.95126390,42328,1273.08821000,34238400.31952020,0
1683943200000,26827.20000000,26840.00000000,26764.17000000,26779.94000000,935.28246000,1683946799999,25071049.85917640,20942,375.68180000,10070335.20890420,0
1683946800000,26779.95000000,26855.23000000,26772.58000000,26808.27000000,657.98033000,1683950399999,17638609.70598080,17761,337.66229000,9050948.13836860,0
1683950400000,26808.27000000,26845.59000000,26752.83000000,26797.75000000,610.98658000,1683953999999,16377786.69524670,18064,299.46812000,8027954.60882920,0
1683954000000,26797.75000000,26870.19000000,26737.59000000,26741.03000000,1020.99556000,1683957599999,27348385.82308810,23548,483.75617000,12960159.04684640,0
1683957600000,26741.02000000,26766.84000000,26712.87000000,26731.59000000,804.56031000,1683961199999,21512154.15742110,26215,368.52926000,9853819.91079860,0
1683961200000,26731.58000000,26796.10000000,26695.41000000,26771.88000000,888.20033000,1683964799999,23756809.22287350,24647,404.25883000,10812698.00843810,0
1683964800000,26771.87000000,26815.03000000,26746.53000000,26799.73000000,741.05432000,1683968399999,19846433.09502900,19623,437.30099000,11712259.81902780,0
1683968400000,26799.74000000,26849.81000000,26790.00000000,26842.05000000,634.51416000,1683971999999,17015615.39413620,20708,306.77517000,8226525.31347820,0
1683972000000,26842.05000000,26877.00000000,26765.61000000,26830.69000000,755.03356000,1683975599999,20240728.42094620,23600,315.89984000,8469542.33166320,0
1683975600000,26830.68000000,26863.00000000,26796.92000000,26823.94000000,750.06559000,1683979199999,20122013.21691720,21541,320.51862000,8597663.07401030,0
1683979200000,26823.93000000,26904.98000000,26763.51000000,26824.60000000,996.91357000,1683982799999,26748879.81060940,29610,503.35989000,13506589.10370760,0
1683982800000,26824.60000000,26888.68000000,26782.58000000,26821.38000000,1081.27868000,1683986399999,29012048.27042220,27996,521.09010000,13981949.57901630,0
1683986400000,26821.38000000,26847.36000000,26736.00000000,26789.12000000,1237.06600000,1683989999999,33145415.92759930,31927,628.16217000,16831024.30248560,0
1683990000000,26789.12000000,26822.79000000,26760.69000000,26816.25000000,654.43967000,1683993599999,17533772.77532860,22458,279.70915000,7494360.24818980,0
1683993600000,26816.25000000,26834.02000000,26782.29000000,26822.80000000,523.07779000,1683997199999,14023724.81340690,19425,223.13503000,5982202.49380190,0
1683997200000,26822.80000000,26848.02000000,26792.53000000,26812.32000000,552.69007000,1684000799999,14823623.41813750,20330,261.10301000,7003091.96620840,0
1684000800000,26812.31000000,27045.45000000,26757.32000000,26785.00000000,2035.24653000,1684004399999,54739260.20682740,44367,1006.92033000,27087549.93021010,0
1684004400000,26785.00000000,26958.13000000,26770.73000000,26837.94000000,1496.20121000,1684007999999,40177232.55890330,37103,778.32377000,20900648.79127880,0
1684008000000,26837.93000000,26922.21000000,26836.71000000,26904.86000000,710.40684000,1684011599999,19089171.82614870,22138,358.52625000,9633800.91922620,0
1684011600000,26904.86000000,26939.40000000,26853.30000000,26862.56000000,596.64592000,1684015199999,16052978.29705990,19399,306.74816000,8253807.45912260,0
1684015200000,26862.55000000,26899.67000000,26839.88000000,26889.94000000,590.14208000,1684018799999,15854285.78669080,14859,222.77241000,5984529.96846770,0
1684018800000,26889.95000000,26929.08000000,26750.00000000,26775.28000000,808.64707000,1684022399999,21700138.56898070,23631,337.89329000,9069469.45180840,0
1684022400000,26775.27000000,26811.65000000,26560.53000000,26741.31000000,1590.47799000,1684025999999,42476586.07375350,42770,800.70704000,21383206.86881980,0
1684026000000,26741.31000000,26751.96000000,26635.65000000,26730.00000000,931.55827000,1684029599999,24877897.36130450,25535,449.11091000,11994725.98190480,0
1684029600000,26729.99000000,26839.73000000,26720.97000000,26810.64000000,745.71153000,1684033199999,19963795.04176660,19743,379.49241000,10158540.63863330,0
1684033200000,26810.64000000,26874.42000000,26784.47000000,26865.03000000,786.94630000,1684036799999,21119270.26676050,18301,433.17299000,11624957.68484310,0
1684036800000,26865.04000000,26876.94000000,26793.53000000,26825.87000000,604.65065000,1684040399999,16227594.95620410,16069,231.51289000,6212952.22830770,0
1684040400000,26825.88000000,26849.89000000,26802.82000000,26828.49000000,357.86079000,1684043999999,9601532.87275830,14418,180.27000000,4836646.34384040,0
1684044000000,26828.49000000,26898.87000000,26822.97000000,26843.29000000,604.69970000,1684047599999,16242635.37125320,22786,326.54598000,8770992.59349860,0
1684047600000,26843.29000000,26873.66000000,26828.67000000,26855.21000000,428.98202000,1684051199999,11516906.21078650,18263,232.57091000,6243820.68899160,0
1684051200000,26855.22000000,26886.73000000,26829.98000000,26845.53000000,463.16594000,1684054799999,12437097.55530550,17271,240.93344000,6470058.77862020,0
1684054800000,26845.53000000,26868.73000000,26808.81000000,26842.53000000,580.18808000,1684058399999,15572542.87418770,17820,282.64255000,7586665.78329480,0
1684058400000,26842.53000000,26849.97000000,26814.35000000,26827.07000000,662.82640000,1684061999999,17786477.63973820,17708,246.93648000,6626428.37580450,0
1684062000000,26827.07000000,26829.26000000,26790.02000000,26805.98000000,653.82849000,1684065599999,17528767.15179340,21061,275.49886000,7385761.97686250,0
1684065600000,26805.97000000,26880.00000000,26744.70000000,26871.33000000,843.18767000,1684069199999,22591722.72619000,28729,427.78111000,11464659.73218910,0
1684069200000,26871.32000000,26929.99000000,26819.12000000,26912.42000000,939.38870000,1684072799999,25243221.53744340,29781,532.67560000,14314040.50171620,0
1684072800000,26912.41000000,26977.00000000,26850.11000000,26963.41000000,931.82940000,1684076399999,25068808.44805160,28172,488.24988000,13135284.43539810,0
1684076400000,26963.42000000,27200.00000000,26960.98000000,27082.02000000,3762.00643000,1684079999999,101884187.90270300,80481,1977.86275000,53563480.40198710,0
1684080000000,27082.01000000,27135.04000000,26925.17000000,26958.70000000,1366.47477000,1684083599999,36957494.97584390,39348,689.09022000,18641590.96676110,0
1684083600000,26958.69000000,26982.02000000,26866.09000000,26940.72000000,1118.93132000,1684087199999,30129673.90402230,35501,482.09212000,12980995.55802800,0
1684087200000,26940.71000000,26953.49000000,26856.00000000,26920.72000000,865.94321000,1684090799999,23303926.44126760,26366,376.76657000,10139934.58423190,0
1684090800000,26920.72000000,26939.35000000,26827.23000000,26878.97000000,918.52126000,1684094399999,24688756.44609750,31795,443.90724000,11931301.04579430,0
1684094400000,26878.96000000,26961.55000000,26842.57000000,26942.55000000,686.76702000,1684097999999,18471271.16635650,22735,360.77707000,9705488.52791230,0
1684098000000,26942.55000000,26957.93000000,26882.03000000,26906.62000000,648.05209000,1684101599999,17446375.66433600,20872,273.91360000,7373026.83291670,0
1684101600000,26906.62000000,26943.63000000,26870.42000000,26900.79000000,506.44623000,1684105199999,13627828.24931910,16915,254.89327000,6858670.75703310,0
1684105200000,26900.79000000,26928.53000000,26854.19000000,26917.62000000,596.35934000,1684108799999,16037327.16302640,17097,284.74594000,7656864.04413840,0
1684108800000,26917.61000000,26931.24000000,26726.00000000,26800.25000000,2062.76348000,1684112399999,55288146.30858650,53056,933.16112000,25003818.44091070,0
1684112400000,26800.25000000,27290.93000000,26780.00000000,27208.38000000,3347.54444000,1684115999999,90698600.00738410,75282,1835.01643000,49703659.34927640,0
1684116000000,27208.38000000,27253.52000000,27122.21000000,27162.07000000,2186.24335000,1684119599999,59429535.67821810,43386,1242.76241000,33778567.57080730,0
1684119600000,27162.07000000,27259.72000000,27161.00000000,27232.80000000,1207.60297000,1684123199999,32854745.29712410,30024,600.41517000,16335474.91910630,0
1684123200000,27232.80000000,27300.00000000,27180.01000000,27289.04000000,1579.04566000,1684126799999,42992592.12002000,32671,840.85645000,22897777.41643240,0
1684126800000,27289.03000000,27380.00000000,27235.34000000,27335.52000000,2511.13618000,1684130399999,68541000.50176470,46627,1332.97446000,36382547.53518740,0
1684130400000,27335.52000000,27550.03000000,27312.38000000,27475.63000000,3954.95747000,1684133999999,108550688.48095640,75371,1932.85352000,53054886.75716750,0
1684134000000,27475.64000000,27498.02000000,27387.53000000,27407.48000000,1291.18769000,1684137599999,35429954.13925620,34056,478.76078000,13137938.43127410,0
1684137600000,27407.47000000,27448.00000000,27385.80000000,27434.67000000,1308.68361000,1684141199999,35877199.72337330,29736,653.23172000,17908752.39613900,0
1684141200000,27434.67000000,27485.50000000,27335.00000000,27390.50000000,1426.13046000,1684144799999,39072065.18694850,31198,563.86303000,15452153.01027380,0
1684144800000,27390.51000000,27450.19000000,27351.01000000,27416.61000000,1065.59599000,1684148399999,29193017.67011910,21687,558.79102000,15310799.56625820,0
1684148400000,27416.61000000,27454.66000000,27315.55000000,27336.12000000,1193.94307000,1684151999999,32696341.11673170,30279,471.28490000,12906763.86854680,0
1684152000000,27336.12000000,27411.99000000,27330.80000000,27395.73000000,944.51959000,1684155599999,25847673.49852820,25386,422.00516000,11549330.26879040,0
1684155600000,27395.72000000,27450.00000000,27347.37000000,27374.25000000,1282.24467000,1684159199999,35127002.64869020,34483,578.13318000,15838499.61700480,0
1684159200000,27374.25000000,27534.00000000,27221.20000000,27404.71000000,2567.23613000,1684162799999,70220717.30703340,59522,1196.16042000,32722783.43265510,0
1684162800000,27404.71000000,27448.52000000,27366.12000000,27396.80000000,1222.97454000,1684166399999,33521899.77452800,38693,482.84250000,13234137.03734850,0
1684166400000,27396.81000000,27586.00000000,27366.53000000,27482.65000000,2076.32467000,1684169999999,56999180.52796620,51140,1026.41658000,28181950.13383580,0
1684170000000,27482.66000000,27663.59000000,27416.53000000,27506.41000000,3148.20526000,1684173599999,86743579.94984300,59890,1466.64178000,40412297.12500380,0
1684173600000,27506.42000000,27525.59000000,27381.47000000,27431.88000000,1432.72999000,1684177199999,39319635.10426050,34398,513.29766000,14086570.91458060,0
1684177200000,27431.88000000,27443.80000000,27317.90000000,27418.24000000,1039.91292000,1684180799999,28482882.63527940,32272,479.56512000,13135154.96509150,0
1684180800000,27418.24000000,27418.24000000,27331.66000000,27346.30000000,669.58747000,1684184399999,18324434.59619920,22215,338.58970000,9267142.16220530,0
1684184400000,27346.31000000,27386.05000000,27315.95000000,27362.45000000,636.66443000,1684187999999,17410481.06460040,17362,375.71426000,10274485.91313370,0
1684188000000,27362.45000000,27368.00000000,27250.26000000,27310.17000000,901.46521000,1684191599999,24620438.13237170,24319,425.13453000,11611190.15590060,0
1684191600000,27310.16000000,27317.79000000,27126.73000000,27162.14000000,1373.38408000,1684195199999,37391452.66179100,32861,552.77441000,15050956.34408340,0
1684195200000,27162.15000000,27296.89000000,27082.99000000,27205.57000000,1477.27659000,1684198799999,40173658.76314430,38041,678.37844000,18448874.71566250,0
1684198800000,27205.56000000,27252.17000000,26852.11000000,27024.64000000,3830.42268000,1684202399999,103411749.32414420,74095,1777.15731000,47997277.09548690,0
1684202400000,27024.64000000,27089.00000000,26976.61000000,27080.49000000,1022.55710000,1684205999999,27627577.20249140,25366,503.91481000,13615896.28184850,0
1684206000000,27080.49000000,27145.30000000,27061.66000000,27130.00000000,1081.92788000,1684209599999,29322330.00656700,20600,594.95241000,16123968.57594430,0
1684209600000,27130.02000000,27145.88000000,27080.00000000,27114.73000000,715.81049000,1684213199999,19407326.74438260,15182,341.05264000,9247154.84689260,0
1684213200000,27114.74000000,27157.86000000,27033.69000000,27061.55000000,805.05291000,1684216799999,21809310.65934530,21581,315.73787000,8554352.11669290,0
1684216800000,27061.54000000,27085.00000000,26993.71000000,27065.57000000,858.55119000,1684220399999,23221528.83052320,24531,347.68009000,9403797.23880580,0
1684220400000,27065.57000000,27252.59000000,27062.55000000,27252.58000000,1705.48229000,1684223999999,46368351.86591130,43203,906.13893000,24635387.66208390,0
1684224000000,27252.58000000,27286.08000000,27095.40000000,27202.22000000,1672.34022000,1684227599999,45506345.14074520,33743,804.88406000,21908004.06191250,0
1684227600000,27202.21000000,27221.43000000,27071.88000000,27092.56000000,1690.39248000,1684231199999,45879631.67170560,34893,811.30347000,22020080.81077060,0
1684231200000,27092.55000000,27110.06000000,26987.02000000,27013.92000000,1896.77266000,1684234799999,51280615.60726730,39357,748.93661000,20249977.95478680,0
1684234800000,27013.93000000,27126.98000000,26996.82000000,27059.03000000,1259.52205000,1684238399999,34090502.32410190,29567,564.55415000,15278861.34115410,0
1684238400000,27059.03000000,27137.69000000,26976.95000000,27060.00000000,1841.76607000,1684241999999,49845202.69020580,44841,940.82746000,25464211.35163030,0
1684242000000,27060.00000000,27128.21000000,26976.09000000,26984.84000000,1762.15706000,1684245599999,47661484.54473400,41986,892.42472000,24141923.27078010,0
1684245600000,26984.84000000,27042.39000000,26900.00000000,26982.79000000,2126.62309000,1684249199999,57357168.40797930,49742,983.48019000,26524531.75477070,0
1684249200000,26982.80000000,27090.77000000,26980.02000000,27038.02000000,1455.15109000,1684252799999,39337647.74426190,38995,839.47347000,22693366.94678690,0
1684252800000,27038.01000000,27151.51000000,26981.48000000,27052.83000000,1346.99992000,1684256399999,36430046.84617440,37391,675.29076000,18265703.88931380,0
